id,Stop_name,Stop_code,Common_code,Latitude,Longitude,Road_side,Road_number,Street,County,Parish,Village
"12539","Sabdagas","9998","8057","57.4701415","22.3221065","Labā","V1371","","Dundagas novads","Dundagas pagasts",""
"12540","Liepāja (Ķempes iela)","10001","8083","56.4820220","21.0260930","Kreisā","","Mirdzas Ķempes iela ","Liepāja","",""
"12541","Liepāja (Kuršu iela)","10002","8084","56.5019922","21.0077467","Labā","","Kuršu iela ","Liepāja","",""
"12542","Krustojums","10003","8085","56.5356270","21.0874090","Labā","","Brīvības iela ","Liepāja","",""
"12543","Skujiņas","10006","8088","56.4874350","21.1841250","Labā","P113","","Grobiņas novads","Grobiņas pagasts","Pirmie Dubeņi"
"12544","Dubeņi","10007","8089","56.4777511","21.2011040","Kreisā","","Centra iela ","Grobiņas novads","Grobiņas pagasts","Dubeņi"
"12545","Krūziņi","10008","8108","57.1475058","22.6028451","Labā","V1409","","Talsu novads","Virbu pagasts",""
"12546","Ventspils iela","10009","8134","56.5387600","21.1567900","Kreisā","","Ventspils iela 2","Grobiņas novads","Grobiņas pilsēta","Grobiņa"
"12547","Bērziņi","10010","8140","56.0954744","27.8762440","Kreisā","V621","Skolas iela 13-15","Dagdas novads","Bērziņu pagasts","Porečje"
"12548","Bērziņi","10011","8140","56.0949641","27.8764124","Labā","V621","Skolas iela 18","Dagdas novads","Bērziņu pagasts","Porečje"
"12549","Šiškova","10014","8149","55.8895965","26.2996408","A/V","V698","","Daugavpils novads","Sventes pagasts",""
"12550","Pilskalns","10015","8163","56.5351780","21.1628990","Kreisā","","Lielā iela 56A","Grobiņas novads","Grobiņas pilsēta","Grobiņa"
"12551","Grobiņas stacija","10016","8164","56.5342311","21.1785423","Kreisā","","Lielā iela 110","Grobiņas novads","Grobiņas pilsēta","Grobiņa"
"12552","Grobiņas centrs","10017","8165","56.5352060","21.1689950","Kreisā","","Lielā iela ","Grobiņas novads","Grobiņas pilsēta","Grobiņa"
"12553","Grobiņa (Zirgu iela)","10018","8166","56.5345860","21.1887150","A/V","","Lielā iela ","Grobiņas novads","Grobiņas pilsēta","Grobiņa"
"12555","Bites","10019","8178","56.7731256","25.7404424","A/V","V917","","Pļaviņu novads","Vietalvas pagasts","Bites"
"12556","Klubs","10021","3223","56.8317989","26.2445445","Labā","P62","","Madonas novads","Lazdonas pagasts","Lazdona"
"12557","Klubs","10022","3223","56.8321680","26.2441474","Kreisā","P62","","Madonas novads","Praulienas pagasts",""
"12558","Ruļļi","10023","4006","56.8456193","26.1854193","A/V","V884","","Madonas novads","Lazdonas pagasts","Jaunlazdona"
"12560","Virsīte","10025","1813","56.3450303","23.9164259","Labā","V1030","","Rundāles novads","Svitenes pagasts",""
"12561","Loškas","10026","5396","56.5214595","26.4585934","Kreisā","A12","","Krustpils novads","Atašienes pagasts","Loškas"
"12562","Krivošējeva","10027","8186","55.9747248","26.8184681","Kreisā","V687","Līvānu iela 4","Daugavpils novads","Biķernieku pagasts","Biķernieki"
"12563","Krivošējeva","10028","8186","55.9746231","26.8201625","Labā","V687","","Daugavpils novads","Biķernieku pagasts","Biķernieki"
"12564","Lielie Krivini","10033","8191","55.9438287","26.8239747","Labā","V637","","Daugavpils novads","Biķernieku pagasts",""
"12565","Blīdenes stacija","10034","8193","56.7016649","22.6888372","Kreisā","V1154","","Brocēnu novads","Remtes pagasts",""
"12566","Mērnieki","10035","8194","56.1132142","26.8692837","Kreisā","","","Daugavpils novads","Višķu pagasts",""
"12567","Mērnieki","10036","8194","56.1134107","26.8698992","Labā","","","Daugavpils novads","Višķu pagasts",""
"12568","Doļnaja","10038","8205","56.0078548","26.3016987","A/V","V719","Centrālā iela 18","Ilūkstes novads","Pilskalnes pagasts","Doļnaja"
"12569","Purvabērzi","10039","8206","56.9710024","27.3479572","Labā","P48","","Balvu novads","Vectilžas pagasts",""
"12570","Purvabērzi","10040","8206","56.9711533","27.3478762","Kreisā","P48","","Balvu novads","Vectilžas pagasts",""
"12571","Vīksniņi","10041","8207","56.9872310","27.3393783","Kreisā","P48","","Balvu novads","Vectilžas pagasts",""
"12572","Vīksniņi","10042","8207","56.9870969","27.3397602","Labā","P48","","Balvu novads","Vectilžas pagasts",""
"12573","Bērnunams","10043","8209","55.9052584","26.6496782","Kreisā","P65","Daugavas iela 14","Daugavpils novads","Naujenes pagasts","Krauja"
"12574","Bērnunams","10044","8209","55.9054532","26.6501872","Labā","P65","P65 12-22","Daugavpils novads","Naujenes pagasts","Krauja"
"12575","Internātskola","10045","8212","56.4341302","21.8725958","Kreisā","","Vai;node (Raiņa iela) ","Vaiņodes novads","Vaiņodes pagasts","Vaiņode"
"12576","Krutova","10046","8213","56.9835718","27.4221821","Kreisā","V465","","Balvu novads","Vectilžas pagasts",""
"12577","Krutova","10047","8213","56.9834402","27.4221433","Labā","V465","","Balvu novads","Vectilžas pagasts",""
"12578","Červonka","10048","8215","55.8216063","26.7865859","Labā","P69","","Daugavpils novads","Vecsalienas pagasts",""
"12579","Voitišķi","10049","8218","55.7953168","26.6965549","Kreisā","V690","","Daugavpils novads","Skrudalienas pagasts",""
"12580","Voitišķi","10050","8218","55.7955764","26.6964516","Labā","V690","","Daugavpils novads","Skrudalienas pagasts",""
"12581","Vecsaules skola","10051","8230","56.4326487","24.3517923","Kreisā","P87","","Bauskas novads","Vecsaules pagasts",""
"12582","Vecsaules skola","10052","8230","56.4324898","24.3507242","Labā","P87","","Bauskas novads","Vecsaules pagasts",""
"12583","Sborka","10060","8237","55.8388880","26.7000580","Kreisā","V705","","Daugavpils novads","Tabores pagasts",""
"12584","Krīcmaņi","10061","8238","56.4732596","22.0562876","Kreisā","V1167","","Saldus novads","Nīgrandes pagasts",""
"12585","Dziras","10062","8239","56.4596740","22.0378191","Kreisā","V1167","","Saldus novads","Nīgrandes pagasts","Dziras"
"12586","Papuļi","10063","8246","55.7393465","26.4567699","Kreisā","V693","","Daugavpils novads","Medumu pagasts",""
"12587","Papuļi","10064","8246","55.7390428","26.4579095","Labā","V693","","Daugavpils novads","Medumu pagasts",""
"12588","Mūzikas skola","10065","48","56.8191228","24.6098058","Kreisā","","Kalna prospekts","Ogres novads","Ogres pilsēta","Ogre"
"12589","Jaunogres stacija","10066","8252","56.8231690","24.5823679","Labā","","Zilokalnu prospekts","Ogres novads","Ogres pilsēta","Ogre"
"12590","Kultūras nams","10067","8253","56.8158937","24.6031010","Labā","","Upes prospekts","Ogres novads","Ogres pilsēta","Ogre"
"12591","Līguti","10072","8259","56.6069865","21.3656279","A/V","V1230","","Durbes novads","Durbes pagasts","Līguti"
"12593","Kokneses stacija","10074","8266","56.6506308","25.4397868","A/V","","","Kokneses novads","Kokneses pagasts",""
"12594","Bratanišķi","10078","8271","55.7403574","26.4783392","Kreisā","V693","","Daugavpils novads","Demenes pagasts",""
"12595","Mēness iela","10080","8275","56.6018018","25.2670023","Labā","","Lāčplēša iela 32-34","Aizkraukles novads","Aizkraukles pilsēta","Aizkraukle"
"12596","Mēness iela","10081","8275","56.6012446","25.2667164","Kreisā","","Lāčplēša iela 29","Aizkraukles novads","Aizkraukles pilsēta","Aizkraukle"
"12597","Dravnieki","10083","8277","57.4498613","24.7266430","Kreisā","V127","","Limbažu novads","Limbažu pagasts",""
"12598","Dravnieki","10084","8277","57.4497668","24.7267448","Labā","V127","","Limbažu novads","Limbažu pagasts",""
"12599","Tīraine","10089","8288","56.8831157","24.0694111","Kreisā","V13","Jelgavas ceļš","Mārupes novads","","Tīraine"
"12600","Tīraine","10090","8288","56.8824778","24.0688866","Labā","V13","Jelgavas ceļš","Mārupes novads","","Tīraine"
"12601","Nabe","10091","8289","57.4299272","24.6625823","Kreisā","V129","","Limbažu novads","Limbažu pagasts",""
"12602","Loškas","10093","5396","56.5215503","26.4617760","Labā","A12","","Krustpils novads","Atašienes pagasts","Loškas"
"12603","Kaļķenieki","10095","8291","56.1653746","25.2881670","Labā","","P.c.","Neretas novads","Neretas pagasts",""
"12604","Rasas","10099","8293","56.1591715","25.3062345","Kreisā","","P.c. Nr.26","Neretas novads","Neretas pagasts",""
"12605","Buividas","10101","8294","56.1781565","25.2968395","Kreisā","","P.c. Nr.26","Neretas novads","Neretas pagasts",""
"12606","Viburi","10104","1812","56.3470856","23.9491494","Kreisā","V1030","","Rundāles novads","Svitenes pagasts",""
"12607","Mičūnes","10106","8297","56.2391960","25.1787992","Kreisā","V933","","Neretas novads","Pilskalnes pagasts",""
"12608","Mičūnes","10107","8297","56.2392386","25.1786868","Labā","V933","","Neretas novads","Pilskalnes pagasts",""
"12609","Vārnavas pagrieziens","10108","8298","56.3835085","25.5364447","Kreisā","V956","","Viesītes novads","",""
"12610","Vārnavas pagrieziens","10109","8298","56.3838371","25.5360337","Labā","V956","","Viesītes novads","",""
"12611","Bibliotēka","10110","8299","56.8199590","24.6091241","Kreisā","","Brīvības iela","Ogres novads","Ogres pilsēta","Ogre"
"12612","Ķeguma HES","10111","8300","56.7436580","24.7191235","Labā","P8","Ķeguma prospekts","Ķeguma novads","Ķeguma pilsēta","Ķegums"
"12613","Ķeguma HES","10112","8300","56.7433314","24.7179841","Kreisā","P8","Ķeguma prospekts","Ķeguma novads","Ķeguma pilsēta","Ķegums"
"12614","Zeltrītu iela","10113","8301","56.8850864","24.0547635","A/V","","Zeltrītu iela","Mārupes novads","","Mārupe"
"12616","Meža pietura","10115","8303","56.4588032","24.7675750","Labā","V936","","Vecumnieku novads","Valles pagasts",""
"12617","A/S  Ogre","10117","8305","56.8196767","24.5688021","Labā","","Ikšķiles iela","Ogres novads","Ogres pilsēta","Ogre"
"12618","Stadions","10118","8306","56.8172606","24.5924442","Labā","","Skolas iela","Ogres novads","Ogres pilsēta","Ogre"
"12619","Ogres stacija","10119","8307","56.8149926","24.6009349","Labā","","Skolas iela","Ogres novads","Ogres pilsēta","Ogre"
"12620","Ogres stacija","10120","8307","56.8151586","24.6010416","Kreisā","","Skolas iela","Ogres novads","Ogres pilsēta","Ogre"
"12621","Estrāde","10121","8308","56.8146115","24.6159316","Labā","","Jāņa Čakstes prospekts","Ogres novads","Ogres pilsēta","Ogre"
"12624","Kokneses vidusskola","10124","8310","56.6447724","25.4264674","A/V","","Blaumaņa iela 16","Kokneses novads","Kokneses pagasts","Koknese"
"12626","Daudzevas stacija","10126","8312","56.5076652","25.2440088","A/V","V930","","Jaunjelgavas novads","Daudzeses pagasts","Daudzeva"
"12627","Jaunogres pamatskola","10901","265","56.8230775","24.5973835","Kreisā","","Mālkalnes prospekts","Ogres novads","Ogres pilsēta","Ogre"
"12628","Mālkalnes prospekts","10131","8319","56.8198350","24.5924360","Labā","","Vidus prospekts","Ogres novads","Ogres pilsēta","Ogre"
"12629","Jaunogres pamatskola","10828","265","56.8231946","24.5979046","Labā","","Mālkalnes prospekts","Ogres novads","Ogres pilsēta","Ogre"
"12630","Mālkalnes prospekts","10132","8319","56.8194373","24.5943676","Kreisā","","Upes prospekts","Ogres novads","Ogres pilsēta","Ogre"
"12631","Mazgavieze","10135","8323","56.4711934","21.2614808","Labā","V1225","","Grobiņas novads","Gaviezes pagasts","Mazgavieze"
"12632","Čaurkalni","10136","8324","56.4886789","21.2876597","Labā","V1225","","Grobiņas novads","Gaviezes pagasts",""
"12633","Kubili","10138","8326","56.4722415","21.3324707","Labā","V1224","","Grobiņas novads","Gaviezes pagasts",""
"12634","Dienavi","10140","8328","56.4965876","21.3256348","Labā","V1224","","Grobiņas novads","Gaviezes pagasts",""
"12635","Ceplīši","10141","8329","56.8795299","24.5452810","A/V","","","Ikšķiles novads","Tīnūžu pagasts","Ceplīši"
"12636","Juneļi","10142","8333","55.8365790","26.3281627","Labā","V696","","Daugavpils novads","Medumu pagasts",""
"12637","Juneļi","10143","8333","55.8365790","26.3283627","Kreisā","V696","","Daugavpils novads","Medumu pagasts",""
"12638","Jaunolaine","10144","8337","56.8024843","23.9846349","Labā","A8","","Olaines novads","Olaines pagasts","Jaunolaine"
"12639","Užava","10145","8338","57.2281783","21.4536313","Labā","V1327","","Ventspils novads","Užavas pagasts","Užava"
"12640","Užava","10146","8338","57.2280854","21.4537635","Kreisā","V1327","","Ventspils novads","Užavas pagasts","Užava"
"12641","Biržvalki","10147","8339","57.2416152","21.5136905","Kreisā","P111","","Ventspils novads","Užavas pagasts",""
"12642","Veterovka","10148","8342","55.9697901","27.4149120","Kreisā","V626","","Krāslavas novads","Skaistas pagasts",""
"12643","Veterovka","10149","8342","55.9695894","27.4142734","Labā","V626","","Krāslavas novads","Skaistas pagasts",""
"12644","Valteri","10150","8343","55.9727009","27.4446015","Kreisā","V626","","Krāslavas novads","Skaistas pagasts",""
"12645","Valteri","10151","8343","55.9727545","27.4437046","Labā","V626","","Krāslavas novads","Skaistas pagasts",""
"12646","Krumani","10152","8344","55.9933172","27.5569410","Labā","V626","","Krāslavas novads","Robežnieku pagasts",""
"12647","Krumani","10153","8344","55.9935280","27.5557730","Kreisā","V626","","Krāslavas novads","Robežnieku pagasts",""
"12648","Ķipari","10154","8345","57.1594031","24.8891838","Kreisā","V83","Nurmižu ceļš","Siguldas novads","Siguldas pagasts","Ķipari"
"12649","Auguļova","10156","8346","55.9959140","27.5436926","Labā","V626","","Krāslavas novads","Robežnieku pagasts",""
"12650","Akolica","10157","8347","55.9900524","27.5201050","Labā","V626","","Krāslavas novads","Robežnieku pagasts",""
"12651","Akolica","10158","8347","55.9896943","27.5199463","Kreisā","V626","","Krāslavas novads","Robežnieku pagasts",""
"12652","Parahovņa","10160","8348","55.9908766","27.4859317","Kreisā","V626","","Krāslavas novads","Skaistas pagasts",""
"12653","Indrica","10161","8349","55.9830746","27.4701746","Kreisā","V626","","Krāslavas novads","Skaistas pagasts",""
"12654","Indrica","10162","8349","55.9829687","27.4695170","Labā","V626","","Krāslavas novads","Skaistas pagasts",""
"12655","Bolta","10163","8350","55.9249187","27.2334154","Kreisā","P61","","Krāslavas novads","Krāslavas pagasts",""
"12657","Bolta","10164","8350","55.9250572","27.2343981","Labā","P61","","Krāslavas novads","Krāslavas pagasts",""
"12658","Gaidas","10167","8359","56.8766911","24.5252842","Kreisā","P5","","Ikšķiles novads","Tīnūžu pagasts",""
"12659","Gaidas","10168","8359","56.8758761","24.5273585","Labā","P5","","Ikšķiles novads","Tīnūžu pagasts",""
"12660","Priedītes","10169","8360","56.8859199","24.4938797","Kreisā","P5","","Salaspils novads","Salaspils pagasts",""
"12661","Priedītes","10170","8360","56.8847443","24.4973506","Labā","P5","","Salaspils novads","Salaspils pagasts",""
"12662","1. pamatskola","10171","8361","57.1534948","24.8808749","Kreisā","","Pulkveža Brieža iela","Siguldas novads","Siguldas pilsēta","Sigulda"
"12663","1. pamatskola","10172","8361","57.1535578","24.8824058","Labā","","Pulkveža Brieža iela","Siguldas novads","Siguldas pilsēta","Sigulda"
"12665","Maxima","10173","8365","56.9671580","21.9606353","Kreisā","","Mucenieku iela ","Kuldīgas novads","Kuldīgas pilsēta","Kuldīga"
"12666","Nīcgales skola","10174","8366","56.1347847","26.3650474","Kreisā","P64","P64 10-20","Daugavpils novads","Nīcgales pagasts","Nīcgale"
"12667","Nīcgales skola","10175","8366","56.1354677","26.3643818","Labā","P64","Skolas iela 2","Daugavpils novads","Nīcgales pagasts","Nīcgale"
"12668","Panova","10178","8371","56.1129190","27.7801754","Kreisā","V618","","Dagdas novads","Svariņu pagasts",""
"12669","t.b.Ezernieki","10180","8372","56.1738817","27.6589955","Kreisā","P55","","Dagdas novads","Ezernieku pagasts",""
"12670","t.b.Ezernieki","10181","8372","56.1732606","27.6587146","Labā","P55","","Dagdas novads","Ezernieku pagasts",""
"12671","Roģeļi","10183","8373","56.0572062","27.1589634","Labā","V610","","Aglonas novads","Grāveru pagasts","Grāveri"
"12672","Nitiški","10184","8374","56.0547719","27.1977710","Kreisā","V614","","Krāslavas novads","Aulejas pagasts",""
"12673","Nitiški","10185","8374","56.0548009","27.1973286","Labā","V614","","Krāslavas novads","Aulejas pagasts",""
"12674","Ževnerčiki","10186","8375","56.0637298","27.2330655","Kreisā","V614","","Krāslavas novads","Aulejas pagasts",""
"12675","Ziediņi","10188","8376","55.9426779","26.1927815","Kreisā","V724","","Ilūkstes novads","Šēderes pagasts",""
"12676","Ziediņi","10189","8376","55.9427837","26.1925344","Labā","V724","","Ilūkstes novads","Šēderes pagasts",""
"12677","Avotu iela","10191","8378","56.7321115","24.8097268","A/V","","Avotu iela","Lielvārdes novads","Lielvārdes pilsēta","Lielvārde"
"12678","Tabakkalns","10193","8382","56.7707444","25.6054713","Kreisā","P79","","Kokneses novads","Iršu pagasts",""
"12679","Līvānu iela","10195","8388","56.5971553","24.5299059","Kreisā","P89","Rīgas iela 29C","Vecumnieku novads","Vecumnieku pagasts","Vecumnieki"
"12680","Līvānu iela","10196","8388","56.5962093","24.5298910","Labā","P89","P89 54","Vecumnieku novads","Vecumnieku pagasts","Vecumnieki"
"12681","Konstantinova 2","10198","8391","56.0653570","27.4389755","Labā","V612","Saules iela 1","Dagdas novads","Konstantinovas pagasts","Konstantinova"
"12682","Konstantinova 2","10199","8391","56.0651649","27.4389766","Kreisā","V612","Saules iela 1","Dagdas novads","Konstantinovas pagasts","Konstantinova"
"12683","Sīvergols","10201","8394","56.0503253","27.3558894","Labā","V614","","Dagdas novads","Konstantinovas pagasts",""
"12684","Piepiņi","10202","8396","56.8134090","24.8947493","Kreisā","P8","","Ķeguma novads","Rembates pagasts",""
"12685","Piepiņi","10203","8396","56.8129725","24.8938313","Labā","P8","","Ķeguma novads","Rembates pagasts",""
"12686","Udinova","10204","8397","55.8357231","27.4794839","Kreisā","V628","","Krāslavas novads","Indras pagasts",""
"12687","Udinova","10205","8397","55.8360199","27.4804339","Labā","V628","","Krāslavas novads","Indras pagasts",""
"12688","Dagdas slimnīca","10208","8400","56.0970799","27.5271425","Kreisā","P60","P60 32","Dagdas novads","Dagdas pilsēta","Dagda"
"12689","Dagdas slimnīca","10209","8400","56.0971533","27.5270713","Labā","P60","P60 32","Dagdas novads","Dagdas pilsēta","Dagda"
"12690","Upeslejas","10212","8402","56.9224445","24.3781211","A/V","V34","","Ropažu novads","","Upeslejas"
"12691","Dreiliņu rotācijas aplis","10216","8410","56.9433409","24.2459724","Labā","P4","","Ropažu novads","","Dreiliņi"
"12692","Mamonova","10218","8412","56.2347120","27.5062070","Labā","V609","","Dagdas novads","Andzeļu pagasts",""
"12693","Ceļu meistars","10226","8428","56.9468003","24.3517587","Kreisā","","P4 ","Ropažu novads","",""
"12694","Egles","10227","8429","56.7231641","24.0638200","Labā","","","Olaines novads","Olaines pagasts","Vaivadi"
"12695","Vaivadi","10229","8430","56.7132225","24.0753883","A/V","","","Olaines novads","Olaines pagasts","Vaivadi"
"12697","Zīles","10231","8431","56.7144587","24.0589656","Kreisā","V12","","Olaines novads","Olaines pagasts","Vaivadi"
"12698","Tulpe","10233","8432","56.7060882","24.0455114","Labā","V12","","Olaines novads","Olaines pagasts",""
"12699","Kalni","10236","8437","55.9574009","26.3914122","Kreisā","V711","","Daugavpils novads","Sventes pagasts",""
"12700","Kalni","10237","8437","55.9570157","26.3920040","Labā","V711","","Daugavpils novads","Sventes pagasts",""
"12701","Krustojums","10993","266","55.8052353","26.7082974","Kreisā","V690","","Daugavpils novads","Skrudalienas pagasts","Skrudaliena"
"12702","Skrudalienas pagrieziens","10238","8438","55.8060352","26.7078267","Kreisā","P68","","Daugavpils novads","Skrudalienas pagasts",""
"12703","Skrudalienas pagrieziens","10239","8438","55.8058504","26.7079177","Labā","P68","","Daugavpils novads","Skrudalienas pagasts",""
"12704","Reinišķi","10240","8443","55.9860535","26.8562908","Labā","V687","","Daugavpils novads","Biķernieku pagasts",""
"12705","Reinišķi","10241","8443","55.9864687","26.8568586","Kreisā","V687","","Daugavpils novads","Biķernieku pagasts",""
"12706","Vanagi","10242","8444","56.0778863","26.8417523","Kreisā","V684","","Daugavpils novads","Višķu pagasts",""
"12707","Vanagi","10243","8444","56.0778894","26.8419659","Labā","V684","","Daugavpils novads","Višķu pagasts",""
"12708","Palīgskola","10244","8449","55.7915922","26.3587861","Kreisā","V696","Ilgas iela 28","Daugavpils novads","Medumu pagasts","Medumi"
"12709","Palīgskola","10245","8449","55.7915708","26.3584749","Labā","V696","Ilgas iela 28","Daugavpils novads","Medumu pagasts","Medumi"
"12710","Ilgas pagrieziens","10246","8450","55.8078629","26.3432844","Kreisā","V696","","Daugavpils novads","Medumu pagasts",""
"12711","Ilgas pagrieziens","10247","8450","55.8078237","26.3429546","Labā","V696","","Daugavpils novads","Medumu pagasts",""
"12712","Ābeliški","10248","8451","55.8185597","26.3321478","Labā","V696","","Daugavpils novads","Medumu pagasts",""
"12713","Ābeliški","10249","8451","55.8185597","26.3341478","Kreisā","V696","","Daugavpils novads","Medumu pagasts",""
"12714","Dzirnavas","10250","8453","55.8798399","26.3132281","Kreisā","V696","","Daugavpils novads","Sventes pagasts",""
"12715","Dzirnavas","10251","8453","55.8796617","26.3132274","Labā","V696","","Daugavpils novads","Sventes pagasts",""
"12716","Gudeļu pasts","10252","8454","55.8628315","26.3237137","Kreisā","V696","","Daugavpils novads","Sventes pagasts",""
"12717","Gudeļu pasts","10253","8454","55.8624301","26.3229632","Labā","V696","","Daugavpils novads","Sventes pagasts",""
"12718","Bruņene","10254","8455","55.7866029","26.6852044","Kreisā","V690","","Daugavpils novads","Skrudalienas pagasts","Bruņene"
"12719","Bruņene","10255","8455","55.7868489","26.6849319","Labā","V690","","Daugavpils novads","Skrudalienas pagasts","Bruņene"
"12720","Lubiņas","10256","1802","56.3679141","24.0459538","Labā","V1030","","Rundāles novads","Rundāles pagasts",""
"12721","Rinkeviči","10259","8459","56.0607772","26.5033389","Kreisā","V678","","Daugavpils novads","Vaboles pagasts",""
"12722","Rinkeviči","10260","8459","56.0611104","26.5044457","Labā","V678","","Daugavpils novads","Vaboles pagasts",""
"12723","Dunalka","10263","8465","56.6844660","21.3310045","Kreisā","V1193","","Durbes novads","Dunalkas pagasts","Dunalka"
"12724","Tabores ciems","10264","8473","55.8688715","26.6438022","Labā","","Oktobra iela 2A","Daugavpils novads","Tabores pagasts","Tabore"
"12725","Tabores ciems","10265","8473","55.8687725","26.6438945","Kreisā","","Oktobra iela 2A","Daugavpils novads","Tabores pagasts","Tabore"
"12726","Vasarnīcas","10266","8474","55.8813836","26.6516356","Kreisā","V673","","Daugavpils novads","Tabores pagasts",""
"12727","Vasarnīcas","10267","8474","55.8813719","26.6517077","Labā","V673","","Daugavpils novads","Tabores pagasts",""
"12728","Gorbi","10268","8492","56.4525918","27.8214460","Labā","A12","","Ludzas novads","Isnaudas pagasts",""
"12729","Gorbi","10269","8492","56.4525366","27.8214806","Kreisā","A12","","Ludzas novads","Isnaudas pagasts",""
"12730","Kokaniški","10274","8508","56.0261950","26.5148746","Labā","V679","","Daugavpils novads","Vaboles pagasts",""
"12731","Kokaniški","10275","8508","56.0263219","26.5149566","Kreisā","V679","","Daugavpils novads","Vaboles pagasts",""
"12732","Lubiņas","10276","1802","56.3681502","24.0473808","Kreisā","V1030","","Rundāles novads","Rundāles pagasts",""
"12733","Slimnīca","10278","8513","56.9697591","23.1557405","Kreisā","","Raudas iela","Tukuma novads","Tukuma pilsēta","Tukums"
"12734","Mierlauki","10279","8515","56.9566330","22.0063133","Kreisā","P108","","Kuldīgas novads","Rumbas pagasts","Venta"
"12735","Mierlauki","10280","8515","56.9559806","22.0066847","Labā","P108","","Kuldīgas novads","Rumbas pagasts","Venta"
"12736","Mežvidi","10281","8517","56.8757283","22.1293379","Kreisā","P108","","Kuldīgas novads","Vārmes pagasts",""
"12737","Mežvidi","10282","8517","56.8754845","22.1294764","Labā","P108","","Kuldīgas novads","Vārmes pagasts",""
"12738","Līvbērzes stacija","10283","8518","56.7007756","23.4622079","Labā","P98","","Jelgavas novads","Līvbērzes pagasts",""
"12739","Līvbērzes stacija","10999","6496","56.7001249","23.4612466","Labā","V1102","","Jelgavas novads","Līvbērzes pagasts",""
"12740","Plenčeva","10286","8520","56.0683623","27.7463818","Kreisā","V619","","Dagdas novads","Bērziņu pagasts",""
"12741","Plenčeva","10287","8520","56.0684303","27.7473120","Labā","V619","","Dagdas novads","Bērziņu pagasts",""
"12742","Plesņeva","10291","8524","55.9845001","27.7412674","Labā","V606","","Dagdas novads","Ķepovas pagasts",""
"12743","Lukševo","10293","8525","56.0205086","27.7662855","Labā","V622","","Dagdas novads","Ķepovas pagasts",""
"12744","Dinaborčiki","10295","8526","56.0422838","27.7394166","Labā","V621","","Dagdas novads","Ķepovas pagasts",""
"12746","Upenieki","10298","8531","56.0181424","26.1314554","Labā","V702","","Ilūkstes novads","Bebrenes pagasts",""
"12747","Piltene","10300","8537","57.2239485","21.6755563","A/V","","Maija iela 1","Ventspils novads","Piltenes pilsēta",""
"12748","Vērni","10301","8538","56.5803998","27.6244255","Labā","V600","","Ciblas novads","Zvirgzdenes pagasts",""
"12749","Vērni","10302","8538","56.5804614","27.6240490","Kreisā","V600","","Ciblas novads","Zvirgzdenes pagasts",""
"12750","Cirmas skola","10303","8539","56.5980637","27.6013116","Labā","V600","","Ciblas novads","Zvirgzdenes pagasts",""
"12751","Čornoje","10307","8543","55.8675592","27.5156678","Kreisā","V628","Blaževiča iela 33","Krāslavas novads","Indras pagasts",""
"12752","Čornoje","10308","8543","55.8680658","27.5163685","Labā","V628","Blaževiča iela 33","Krāslavas novads","Indras pagasts",""
"12753","Skuķi","10309","8547","55.9380494","27.5744928","Kreisā","V628","","Krāslavas novads","Robežnieku pagasts","Skuķi"
"12754","Skuķi","10310","8547","55.9380131","27.5746844","Labā","V628","","Krāslavas novads","Robežnieku pagasts","Skuķi"
"12755","Robežu iela","10311","8549","57.3202688","24.4234840","Kreisā","V101","Tallinas iela","Saulkrastu novads","Saulkrastu pilsēta","Zvejniekciems"
"12756","Stirbļi","10312","8551","55.8715034","27.1222017","Kreisā","P69","","Krāslavas novads","Kaplavas pagasts",""
"12757","Stirbļi","10313","8551","55.8723000","27.1235371","Labā","P69","","Krāslavas novads","Kaplavas pagasts",""
"12758","Vecborne","10314","8552","55.8633644","27.0060272","Kreisā","P69","","Krāslavas novads","Kaplavas pagasts",""
"12759","Skola","10315","9599","57.0577436","24.8460218","Labā","V58","","Siguldas novads","Allažu pagasts","Allaži"
"12760","Priekšpiltene","10316","8553","57.2188892","21.7427311","A/V","V1310","Jura Mātera iela 45","Ventspils novads","Piltenes pilsēta","Piltene"
"12761","Ugāles mehāniskās darbnīcas","10317","8554","57.2638373","22.0479455","A/V","V1326","","Ventspils novads","Ugāles pagasts","Ugāle"
"12763","Skuju krogs","10320","1799","56.3914668","24.0993077","Labā","V1030","","Rundāles novads","Rundāles pagasts",""
"12764","Orlāni","10321","8562","56.7545627","27.6894423","Kreisā","V501","","Kārsavas novads","Malnavas pagasts",""
"12765","Orlāni","10322","8562","56.7546172","27.6894370","Labā","V501","","Kārsavas novads","Malnavas pagasts",""
"12766","Pīpiķi","10323","8564","57.4595380","21.6550197","Kreisā","P124","","Ventspils novads","Tārgales pagasts",""
"12767","Pīpiķi","10324","8564","57.4596038","21.6550743","Labā","P124","","Ventspils novads","Tārgales pagasts",""
"12769","Liepene","10326","8565","57.4869860","21.6491915","A/V","V1332","","Ventspils novads","Tārgales pagasts",""
"12770","Ciskādi","10328","5878","56.4914385","27.1341757","Labā","V580","Zaļā iela 6","Rēzeknes novads","Sakstagala pagasts","Ciskādi"
"12771","Ikšķile","10329","8568","56.3745493","25.5433315","Kreisā","V956","","Viesītes novads","",""
"12772","Ikšķile","10330","8568","56.3752575","25.5426680","Labā","V956","","Viesītes novads","",""
"12773","Vilkukrogs","10331","8569","56.6064309","25.8824235","Labā","V782","","Krustpils novads","Variešu pagasts",""
